"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr"
"1346",1,"Wisconsin","Midwest","Personal",10,"Not Bulk","10"
"1347",0.45,"California","West","No Input",10,"Not Bulk","10"
"1348",0.8,"Texas","South","Personal",10,"Not Bulk","10"
"1349",0.5,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"1350",0.6,"Texas","South","Heard it",5,"Bulk","5"
"1351",0.04,"California","West","No Input",5,"Not Bulk","5"
"1352",0.8,"Michigan","Midwest","Personal",5,"Not Bulk","5"
"1353",1,"California","West","Personal",10,"Not Bulk","10"
"1354",0.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"1355",0.8,"Oregon","West","Personal",10,"Not Bulk","10"
"1356",1,"California","West","Personal",10,"Not Bulk","10"
"1357",0.8,"Michigan","Midwest","Personal",10,"Bulk","10"
"1358",0.5,"Washington","West","Heard it",10,"Bulk","10"
"1359",0.016,"Washington","West","Heard it",10,"Not Bulk","10"
"1360",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"1361",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"1362",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"1363",0.5,"Washington","West","Heard it",10,"Bulk","10"
"1364",1,"California","West","Personal",5,"Not Bulk","5"
"1365",0.6,"Colorado","West","Heard it",10,"Not Bulk","10"
"1366",1.5,"New York","Northeast","Personal",10,"Not Bulk","10"
"1367",0.6,"Florida","South","Personal",10,"Not Bulk","10"
"1368",1,"Pennsylvania","Northeast","Personal",10,"Bulk","10"
"1369",0.3,"Missouri","Midwest","Heard it",10,"Not Bulk","10"
"1370",1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"1371",2,"Ohio","Midwest","No Input",5,"Not Bulk","5"
"1372",0.5,"New Mexico","West","No Input",10,"Not Bulk","10"
"1373",1,"Texas","South","Personal",10,"Bulk","10"
"1374",1,"North Carolina","South","Heard it",10,"Not Bulk","10"
"1375",1,"Indiana","Midwest","Personal",10,"Bulk","10"
"1376",0.8,"Texas","South","Personal",10,"Bulk","10"
"1377",1,"California","West","Personal",10,"Not Bulk","10"
"1378",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"1379",1,"Maryland","South","Heard it",10,"Not Bulk","10"
"1380",1.5,"California","West","No Input",10,"Not Bulk","10"
"1381",1.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"1382",0.8,"California","West","No Input",5,"Bulk","5"
"1383",1,"Florida","South","No Input",10,"Not Bulk","10"
"1384",0.2,"Indiana","Midwest","Personal",5,"Not Bulk","5"
"1385",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"1386",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1387",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1388",1,"Florida","South","Personal",10,"Not Bulk","10"
"1389",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1390",1,"New York","Northeast","No Input",5,"Not Bulk","5"
"1391",1,"Maine","Northeast","Personal",10,"Not Bulk","10"
"1392",0.4,"California","West","Personal",10,"Not Bulk","10"
"1393",0.6,"Nebraska","Midwest","No Input",10,"Bulk","10"
"1394",0.6,"Nebraska","Midwest","Personal",10,"Bulk","10"
"1395",0.6,"Nebraska","Midwest","Personal",10,"Bulk","10"
"1396",0.6,"Nebraska","Midwest","Heard it",10,"Bulk","10"
"1397",1,"Kentucky","South","Internet",10,"Not Bulk","10"
"1398",0.5,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"1399",0.5,"Texas","South","Heard it",10,"Bulk","10"
"1400",0.5,"Texas","South","Heard it",10,"Bulk","10"
"1401",1.5,"Minnesota","Midwest","No Input",40,"Not Bulk","40"
"1402",0.6,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1403",0.4,"Iowa","Midwest","Personal",10,"Bulk","10"
"1404",1,"Arkansas","South","Heard it",5,"Not Bulk","5"
"1405",0.6,"California","West","Personal",10,"Not Bulk","10"
"1406",1,"New York","Northeast","Personal",10,"Bulk","10"
"1407",0.104,"Alaska","West","No Input",5,"Not Bulk","5"
"1408",0.75,"Georgia","South","Personal",10,"Not Bulk","10"
"1409",0.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"1410",0.4,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"1411",2,"Pennsylvania","Northeast","Personal",5,"Not Bulk","5"
"1412",1.5,"Florida","South","Heard it",10,"Not Bulk","10"
"1413",0.5,"Oklahoma","South","Internet",10,"Not Bulk","10"
"1414",0.5,"Massachusetts","Northeast","Heard it",10,"Not Bulk","10"
"1415",0.5,"California","West","No Input",10,"Not Bulk","10"
"1416",0.5,"California","West","No Input",10,"Not Bulk","10"
"1417",0.5,"Colorado","West","Internet",10,"Bulk","10"
"1418",0.6,"California","West","Personal",10,"Bulk","10"
"1419",1,"Rhode Island","Northeast","No Input",10,"Bulk","10"
"1420",0.5,"Nevada","West","Heard it",10,"Bulk","10"
"1421",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"1422",2,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"1423",0.5,"Louisiana","South","Heard it",40,"Not Bulk","40"
"1424",0.1,"New Hampshire","Northeast","No Input",10,"Not Bulk","10"
"1425",0.2,"West Virginia","South","Personal",5,"Not Bulk","5"
"1426",0.2,"Nevada","West","No Input",10,"Not Bulk","10"
"1427",1,"Texas","South","Personal",10,"Bulk","10"
"1428",0.5,"Utah","West","No Input",10,"Not Bulk","10"
"1429",1,"Idaho","West","No Input",5,"Not Bulk","5"
"1430",0.5,"Nevada","West","Heard it",10,"Not Bulk","10"
"1431",0.22,"Ohio","Midwest","Personal",10,"Bulk","10"
"1432",0.5,"North Carolina","South","Personal",10,"Not Bulk","10"
"1433",0.3,"California","West","No Input",10,"Not Bulk","10"
"1434",0.75,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"1435",0.3,"California","West","Personal",5,"Bulk","5"
"1436",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"1437",1,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"1438",0.5,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"1439",2,"Indiana","Midwest","No Input",5,"Not Bulk","5"
"1440",2,"California","West","No Input",5,"Not Bulk","5"
"1441",1.3,"Kansas","Midwest","Personal",10,"Not Bulk","10"
"1442",0.5,"Maryland","South","No Input",40,"Not Bulk","40"
"1443",1,"Arkansas","South","Personal",10,"Not Bulk","10"
"1444",0.6,"Virginia","South","No Input",5,"Not Bulk","5"
"1445",1,"New York","Northeast","Heard it",10,"Not Bulk","10"
"1446",1,"New York","Northeast","Heard it",10,"Bulk","10"
"1447",1,"New York","Northeast","Heard it",10,"Bulk","10"
"1448",2,"Tennessee","South","No Input",10,"Not Bulk","10"
"1449",0.5,"Arizona","West","Personal",10,"Not Bulk","10"
"1450",0.6,"Missouri","Midwest","Internet",10,"Not Bulk","10"
"1451",2,"Maryland","South","Heard it",5,"Not Bulk","5"
"1452",1,"Texas","South","Internet",10,"Bulk","10"
"1453",1,"Texas","South","Heard it",10,"Bulk","10"
"1454",0.5,"Ohio","Midwest","Personal",10,"Bulk","10"
"1455",1,"Ohio","Midwest","Personal",40,"Bulk","40"
"1456",0.3,"Oregon","West","No Input",10,"Not Bulk","10"
"1457",1,"Michigan","Midwest","No Input",5,"Bulk","5"
"1458",1,"Florida","South","Heard it",40,"Not Bulk","40"
"1459",0.7,"Louisiana","South","Personal",10,"Not Bulk","10"
"1460",0.7,"Washington","West","No Input",10,"Not Bulk","10"
"1461",0.3,"Arizona","West","Personal",10,"Not Bulk","10"
"1462",2,"Illinois","Midwest","No Input",5,"Not Bulk","5"
"1463",0.125,"Connecticut","Northeast","No Input",40,"Not Bulk","40"
"1464",0.01,"Washington","West","Personal",10,"Bulk","10"
"1465",1,"Oregon","West","Personal",10,"Not Bulk","10"
"1466",0.5,"Oregon","West","Personal",10,"Not Bulk","10"
"1467",0.5,"Oregon","West","Personal",10,"Not Bulk","10"
"1468",1,"Maryland","South","Heard it",10,"Not Bulk","10"
"1469",1,"Maryland","South","Personal",10,"Not Bulk","10"
"1470",1,"Maryland","South","Personal",10,"Not Bulk","10"
"1471",1,"Maryland","South","Personal",10,"Not Bulk","10"
"1472",0.2,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"1473",0.3,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1474",0.6,"Oregon","West","Heard it",5,"Not Bulk","5"
"1475",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"1476",0.8,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"1477",0.5,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"1478",0.3,"Nevada","West","No Input",10,"Not Bulk","10"
"1479",1,"Arizona","West","No Input",10,"Not Bulk","10"
"1480",0.5,"Illinois","Midwest","Internet",10,"Not Bulk","10"
"1481",1,"Florida","South","Heard it",10,"Not Bulk","10"
"1482",1,"North Carolina","South","No Input",10,"Not Bulk","10"
"1483",0.8,"Texas","South","Personal",10,"Bulk","10"
"1484",0.4,"California","West","Personal",10,"Bulk","10"
"1485",1,"Oregon","West","No Input",10,"Not Bulk","10"
"1486",0.5,"Georgia","South","Personal",10,"Bulk","10"
"1487",1,"Oregon","West","No Input",5,"Not Bulk","5"
"1488",0.5,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"1489",0.5,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"1490",1,"Florida","South","Personal",10,"Not Bulk","10"
"1491",1,"Alaska","West","Personal",10,"Not Bulk","10"
"1492",0.4,"California","West","Personal",5,"Bulk","5"
"1493",1,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"1494",1,"North Carolina","South","Heard it",10,"Not Bulk","10"
"1495",1,"California","West","No Input",10,"Not Bulk","10"
"1496",0.1,"Iowa","Midwest","Personal",10,"Not Bulk","10"
"1497",0.8,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"1498",0.2,"California","West","No Input",5,"Bulk","5"
"1499",1,"Utah","West","Personal",10,"Bulk","10"
"1500",2,"Virginia","South","Heard it",10,"Not Bulk","10"
"1501",0.3,"New Jersey","Northeast","Personal",10,"Not Bulk","10"
"1502",1.2,"Virginia","South","No Input",10,"Not Bulk","10"
"1503",0.375,"Georgia","South","No Input",40,"Not Bulk","40"
"1504",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"1505",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"1506",0.5,"North Carolina","South","Personal",10,"Not Bulk","10"
"1507",0.8,"Florida","South","Personal",10,"Not Bulk","10"
"1508",1.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"1509",0.5,"Iowa","Midwest","No Input",10,"Bulk","10"
"1510",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"1511",1,"Georgia","South","No Input",5,"Not Bulk","5"
"1512",0.5,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"1513",0.1,"Colorado","West","No Input",10,"Not Bulk","10"
"1514",1,"Texas","South","No Input",10,"Not Bulk","10"
"1515",0.4,"Texas","South","No Input",5,"Not Bulk","5"
"1516",0.3,"Texas","South","No Input",10,"Not Bulk","10"
"1517",0.5,"West Virginia","South","Personal",10,"Not Bulk","10"
"1518",1,"Idaho","West","Heard it",10,"Not Bulk","10"
"1519",0.5,"Georgia","South","Personal",10,"Not Bulk","10"
"1520",0.625,"Georgia","South","Heard it",40,"Bulk","40"
"1521",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"1522",1,"New York","Northeast","No Input",5,"Not Bulk","5"
"1523",1,"California","West","Heard it",5,"Not Bulk","5"
"1524",1,"Delaware","South","No Input",10,"Not Bulk","10"
"1525",0.375,"Alabama","South","No Input",40,"Bulk","40"
"1526",0.5,"Virginia","South","No Input",10,"Not Bulk","10"
"1527",0.3,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"1528",1,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"1529",1,"California","West","No Input",10,"Not Bulk","10"
"1530",1,"Maryland","South","No Input",10,"Bulk","10"
"1531",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"1532",0.7,"Florida","South","Personal",10,"Not Bulk","10"
"1533",1.25,"Oklahoma","South","No Input",40,"Not Bulk","40"
"1534",2,"Oklahoma","South","Heard it",5,"Not Bulk","5"
"1535",1,"Washington","West","Personal",5,"Not Bulk","5"
"1536",0.1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"1537",0.5,"Virginia","South","No Input",10,"Not Bulk","10"
"1538",1,"Maryland","South","No Input",5,"Bulk","5"
"1539",0.3,"California","West","Personal",10,"Not Bulk","10"
"1540",0.65,"North Carolina","South","Personal",10,"Bulk","10"
"1541",0.5,"California","West","Heard it",10,"Bulk","10"
"1542",0.4,"California","West","Personal",10,"Not Bulk","10"
"1543",1,"Alabama","South","No Input",10,"Not Bulk","10"
"1544",1,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"1545",1.2,"New York","Northeast","No Input",5,"Not Bulk","5"
"1546",0.3,"Florida","South","No Input",10,"Not Bulk","10"
"1547",1,"Kentucky","South","Heard it",40,"Not Bulk","40"
"1548",0.5,"Oregon","West","Personal",40,"Not Bulk","40"
"1549",0.6,"Oregon","West","Personal",10,"Not Bulk","10"
"1550",1,"Kansas","Midwest","Personal",10,"Not Bulk","10"
"1551",1,"Texas","South","Heard it",10,"Bulk","10"
"1552",0.6,"California","West","No Input",10,"Not Bulk","10"
"1553",1,"California","West","Heard it",10,"Not Bulk","10"
"1554",1,"Wisconsin","Midwest","Heard it",10,"Not Bulk","10"
"1555",0.05,"Pennsylvania","Northeast","Personal",10,"Bulk","10"
"1556",1,"Louisiana","South","No Input",10,"Not Bulk","10"
"1557",0.8,"Mississippi","South","Heard it",10,"Not Bulk","10"
"1558",0.5,"California","West","Personal",10,"Bulk","10"
"1559",0.5,"California","West","Personal",10,"Bulk","10"
"1560",1.5,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"1561",0.5,"Florida","South","Personal",10,"Bulk","10"
"1562",0.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"1563",1,"Florida","South","No Input",10,"Not Bulk","10"
"1564",0.5,"California","West","Heard it",10,"Bulk","10"
"1565",0.5,"Minnesota","Midwest","Personal",10,"Bulk","10"
"1566",2,"Michigan","Midwest","Heard it",10,"Not Bulk","10"
"1567",0.5,"Florida","South","Personal",10,"Bulk","10"
"1568",2,"Florida","South","No Input",5,"Not Bulk","5"
"1569",0.7,"South Carolina","South","No Input",10,"Not Bulk","10"
"1570",0.5,"Colorado","West","Heard it",10,"Not Bulk","10"
"1571",2,"Virginia","South","No Input",5,"Not Bulk","5"
"1572",0.7,"Texas","South","No Input",10,"Not Bulk","10"
"1573",0.5,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"1574",0.25,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"1575",0.5,"Texas","South","Personal",40,"Not Bulk","40"
"1576",0.9,"Georgia","South","Heard it",10,"Not Bulk","10"
"1577",2,"Tennessee","South","No Input",10,"Not Bulk","10"
"1578",0.5,"California","West","Personal",10,"Not Bulk","10"
"1579",0.8,"Texas","South","No Input",10,"Not Bulk","10"
"1580",1,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1581",1,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1582",0.5,"Oregon","West","Personal",10,"Bulk","10"
"1583",0.375,"Texas","South","Personal",40,"Not Bulk","40"
"1584",0.7,"Texas","South","No Input",10,"Not Bulk","10"
"1585",0.9,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"1586",1,"California","West","Personal",10,"Bulk","10"
"1587",0.5,"Texas","South","Personal",40,"Not Bulk","40"
"1588",1,"Texas","South","Personal",10,"Not Bulk","10"
"1589",1,"Texas","South","Personal",40,"Not Bulk","40"
"1590",0.5,"Illinois","Midwest","Heard it",10,"Bulk","10"
"1591",0.6,"Illinois","Midwest","Heard it",10,"Bulk","10"
"1592",1,"Nevada","West","No Input",10,"Not Bulk","10"
"1593",0.6,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"1594",1,"Massachusetts","Northeast","No Input",5,"Not Bulk","5"
"1595",0.2,"New York","Northeast","Heard it",10,"Not Bulk","10"
"1596",0.7,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"1597",1,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"1598",0.1,"New Jersey","Northeast","No Input",10,"Not Bulk","10"
"1599",0.5,"California","West","No Input",10,"Bulk","10"
"1600",1,"Michigan","Midwest","Personal",10,"Bulk","10"
"1601",0.5,"Florida","South","Heard it",10,"Not Bulk","10"
"1602",0.5,"Arizona","West","Internet",10,"Not Bulk","10"
"1603",0.4,"Texas","South","Personal",5,"Bulk","5"
"1604",1,"Texas","South","Heard it",5,"Bulk","5"
"1605",0.5,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"1606",1,"Tennessee","South","Personal",40,"Not Bulk","40"
"1607",0.3,"Colorado","West","Personal",10,"Bulk","10"
"1608",0.2,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"1609",1,"Arkansas","South","Personal",10,"Not Bulk","10"
"1610",1,"Idaho","West","Heard it",5,"Not Bulk","5"
"1611",1,"California","West","Heard it",5,"Bulk","5"
"1612",0.8,"Florida","South","Personal",10,"Not Bulk","10"
"1613",0.5,"Pennsylvania","Northeast","Heard it",10,"Bulk","10"
"1614",1.4,"Florida","South","Personal",5,"Not Bulk","5"
"1615",1,"North Carolina","South","Personal",5,"Not Bulk","5"
"1616",1,"Maryland","South","No Input",5,"Not Bulk","5"
"1617",2,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1618",1,"Georgia","South","Personal",5,"Not Bulk","5"
"1619",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"1620",0.5,"Indiana","Midwest","Personal",10,"Bulk","10"
"1621",2,"California","West","Personal",5,"Bulk","5"
"1622",2,"Indiana","Midwest","Personal",5,"Not Bulk","5"
"1623",0.6,"New York","Northeast","Heard it",5,"Not Bulk","5"
"1624",0.8,"Kentucky","South","Heard it",10,"Not Bulk","10"
"1625",1.5,"Texas","South","Internet",10,"Not Bulk","10"
"1626",2,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"1627",1.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"1628",0.5,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"1629",1,"Oregon","West","No Input",5,"Not Bulk","5"
"1630",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"1631",1,"Colorado","West","No Input",10,"Not Bulk","10"
"1632",0.75,"Tennessee","South","Personal",40,"Not Bulk","40"
"1633",1,"Oregon","West","Personal",10,"Not Bulk","10"
"1634",1,"California","West","Personal",5,"Not Bulk","5"
"1635",1,"California","West","Personal",5,"Not Bulk","5"
"1636",1,"Nevada","West","Personal",10,"Not Bulk","10"
"1637",1,"Arizona","West","No Input",10,"Not Bulk","10"
"1638",0.2,"New Jersey","Northeast","Heard it",10,"Bulk","10"
"1639",1,"North Carolina","South","Personal",10,"Not Bulk","10"
"1640",1.4,"Louisiana","South","Heard it",5,"Not Bulk","5"
"1641",1,"North Carolina","South","No Input",10,"Not Bulk","10"
"1642",0.5,"California","West","Personal",10,"Not Bulk","10"
"1643",0.5,"California","West","Personal",10,"Not Bulk","10"
"1644",1,"Maine","Northeast","No Input",10,"Not Bulk","10"
"1645",1,"Michigan","Midwest","Heard it",5,"Not Bulk","5"
"1646",0.1,"West Virginia","South","Personal",10,"Not Bulk","10"
"1647",1,"Delaware","South","Personal",10,"Not Bulk","10"
"1648",1,"Florida","South","Personal",5,"Bulk","5"
"1649",1,"North Carolina","South","No Input",10,"Not Bulk","10"
"1650",0.5,"California","West","Personal",10,"Not Bulk","10"
"1651",1,"California","West","Personal",5,"Not Bulk","5"
"1652",0.1,"Washington","West","Internet",10,"Not Bulk","10"
"1653",0.5,"Illinois","Midwest","Internet",40,"Not Bulk","40"
"1654",1,"Iowa","Midwest","No Input",10,"Not Bulk","10"
"1655",0.5,"California","West","Personal",10,"Not Bulk","10"
"1656",0.7,"New York","Northeast","No Input",10,"Bulk","10"
"1657",0.7,"Virginia","South","No Input",10,"Not Bulk","10"
"1658",1,"New Mexico","West","Personal",10,"Not Bulk","10"
"1659",1,"Colorado","West","No Input",40,"Not Bulk","40"
"1660",1,"Arkansas","South","Personal",10,"Not Bulk","10"
"1661",0.2,"Pennsylvania","Northeast","Personal",40,"Not Bulk","40"
"1662",1,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"1663",1,"Colorado","West","Personal",10,"Not Bulk","10"
"1664",1,"Alabama","South","Internet",10,"Not Bulk","10"
"1665",1,"Alaska","West","Heard it",10,"Not Bulk","10"
"1666",2,"Texas","South","No Input",10,"Bulk","10"
"1667",0.5,"Wisconsin","Midwest","Personal",10,"Not Bulk","10"
"1668",0.8,"Oregon","West","Personal",10,"Not Bulk","10"
"1669",0.75,"Tennessee","South","No Input",40,"Not Bulk","40"
"1670",0.5,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"1671",0.8,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"1672",2,"Arizona","West","Personal",10,"Not Bulk","10"
"1673",1,"Kentucky","South","No Input",5,"Not Bulk","5"
"1674",0.3,"Mississippi","South","No Input",10,"Not Bulk","10"
"1675",0.7,"Alabama","South","Heard it",10,"Not Bulk","10"
"1676",0.7,"Alabama","South","Personal",10,"Not Bulk","10"
"1677",0.2,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"1678",0.3,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"1679",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"1680",1,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"1681",0.5,"California","West","Personal",10,"Not Bulk","10"
"1682",1,"Texas","South","Heard it",5,"Not Bulk","5"
"1683",1,"New Mexico","West","No Input",10,"Not Bulk","10"
